Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Country,Player Count,5000+ Runs Scored,40+ Batting Avg,90+ Batting Strike Rate
MA Lynch (1988-1988),1988-1988,1988,1988,3,3,0,8,6,6,2.66,32,25.00,0,0,1,England,1,0,0,0
DS Steele (1976-1976),1976-1976,1976,1976,1,1,0,8,8,8,8.00,12,66.66,0,0,0,England,1,0,0,0
IDK Salisbury (1993-1994),1993-1994,1993,1994,4,2,1,7,5,5,7.00,12,58.33,0,0,0,England,1,0,0,0
K Shuttleworth (1971-1971),1971-1971,1971,1971,1,1,0,7,7,7,7.00,19,36.84,0,0,0,England,1,0,0,0
RJW Topley (2015-2016),2015-2016,2015,2016,10,5,4,7,6,6,7.00,40,17.50,0,0,0,England,1,0,0,0
AP Grayson (2000-2001),2000-2001,2000,2001,2,2,0,6,6,6,3.00,13,46.15,0,0,1,England,1,0,0,0
M Hendrick (1973-1981),1973-1981,1973,1981,22,10,5,6,2*,2,1.20,22,27.27,0,0,3,England,1,0,0,0
R Illingworth (1971-1973),1971-1973,1971,1973,3,2,0,5,4,4,2.50,18,27.77,0,0,0,England,1,0,0,0
WB Rankin (2013-2014),2013-2014,2013,2014,7,2,1,5,4,4,5.00,5,100.00,0,0,0,England,1,0,0,0
PJ Franks (2000-2000),2000-2000,2000,2000,1,1,0,4,4,4,4.00,17,23.52,0,0,0,England,1,0,0,0
PI Pocock (1985-1985),1985-1985,1985,1985,1,1,0,4,4,4,4.00,9,44.44,0,0,0,England,1,0,0,0
SL Watkin (1994-1994),1994-1994,1994,1994,4,2,0,4,4,4,2.00,23,17.39,0,0,1,England,1,0,0,0
JP Agnew (1985-1985),1985-1985,1985,1985,3,1,1,2,2*,2,-,3,66.66,0,0,0,England,1,0,0,0
RJ Kirtley (2001-2004),2001-2004,2001,2004,11,2,0,2,1,1,1.00,11,18.18,0,0,0,England,1,0,0,0
SC Meaker (2011-2011),2011-2011,2011,2011,2,2,0,2,1,1,1.00,16,12.50,0,0,0,England,1,0,0,0
GA Cope (1977-1978),1977-1978,1977,1978,2,1,1,1,1*,1,-,1,100.00,0,0,0,England,1,0,0,0
MC Cowdrey (1971-1971),1971-1971,1971,1971,1,1,0,1,1,1,1.00,5,20.00,0,0,0,England,1,0,0,0
SP Jones (2004-2005),2004-2005,2004,2005,8,1,0,1,1,1,1.00,2,50.00,0,0,0,England,1,0,0,0
G Onions (2009-2009),2009-2009,2009,2009,4,1,0,1,1,1,1.00,2,50.00,0,0,0,England,1,0,0,0
JP Taylor (1993-1993),1993-1993,1993,1993,1,1,0,1,1,1,1.00,8,12.50,0,0,0,England,1,0,0,0
LB Taylor (1986-1986),1986-1986,1986,1986,2,1,1,1,1*,1,-,6,16.66,0,0,0,England,1,0,0,0
JG Thomas (1986-1987),1986-1987,1986,1987,3,3,2,1,1*,1,1.00,7,14.28,0,0,1,England,1,0,0,0
JE Benjamin (1994-1995),1994-1995,1994,1995,2,1,0,0,0,0,0.00,6,0.00,0,0,1,England,1,0,0,0
N Gifford (1985-1985),1985-1985,1985,1985,2,1,0,0,0,0,0.00,8,0.00,0,0,1,England,1,0,0,0
AGR Loudon (2006-2006),2006-2006,2006,2006,1,1,0,0,0,0,0.00,0,-,0,0,1,England,1,0,0,0
NV Radford (1988-1988),1988-1988,1988,1988,6,3,2,0,0*,0,0.00,7,0.00,0,0,1,England,1,0,0,0
ZS Ansari (2015-2015),2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
DR Briggs (2012-2012),2012-2012,2012,2012,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
NGB Cook (1984-1989),1984-1989,1984,1989,3,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
DV Lawrence (1991-1991),1991-1991,1991,1991,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
C Overton (2018-2018),2018-2018,2018,2018,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
SD Parry (2014-2014),2014-2014,2014,2014,2,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
RW Tolchard (1979-1979),1979-1979,1979,1979,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
M Watkinson (1996-1996),1996-1996,1996,1996,1,-,-,-,-,-,-,-,-,-,-,-,England,1,0,0,0
RT Ponting (1995-2012),1995-2012,1995,2012,374,364,39,13589,164,164,41.81,16944,80.19,29,82,20,Australia,1,1,1,0
AC Gilchrist (1996-2008),1996-2008,1996,2008,286,278,11,9595,172,172,35.93,9902,96.89,16,55,19,Australia,1,1,0,1
ME Waugh (1988-2002),1988-2002,1988,2002,244,236,20,8500,173,173,39.35,11053,76.90,18,50,16,Australia,1,1,0,0
MJ Clarke (2003-2015),2003-2015,2003,2015,245,223,44,7981,130,130,44.58,10104,78.98,8,58,10,Australia,1,1,1,0
SR Waugh (1986-2002),1986-2002,1986,2002,325,288,58,7569,120*,120,32.90,9971,75.91,3,45,15,Australia,1,1,0,0
MG Bevan (1994-2004),1994-2004,1994,2004,232,196,67,6912,108*,108,53.58,9320,74.16,6,46,5,Australia,1,1,1,0
AR Border (1979-1994),1979-1994,1979,1994,273,252,39,6524,127*,127,30.62,9134,71.42,3,39,11,Australia,1,1,0,0
ML Hayden (1993-2008),1993-2008,1993,2008,160,154,15,6131,181*,181,44.10,7762,78.98,10,36,9,Australia,1,1,1,0
DM Jones (1984-1994),1984-1994,1984,1994,164,161,25,6068,145,145,44.61,8362,72.56,7,46,6,Australia,1,1,1,0
DC Boon (1984-1995),1984-1995,1984,1995,181,177,16,5964,122,122,37.04,9157,65.13,5,37,6,Australia,1,1,0,0
SR Watson (2002-2015),2002-2015,2002,2015,190,169,27,5757,185*,185,40.54,6365,90.44,9,33,12,Australia,1,1,1,1
MEK Hussey (2004-2012),2004-2012,2004,2012,185,157,44,5442,109*,109,48.15,6243,87.16,3,39,3,Australia,1,1,1,0
DR Martyn (1992-2006),1992-2006,1992,2006,208,182,51,5346,144*,144,40.80,6877,77.73,5,37,10,Australia,1,1,1,0
A Symonds (1998-2009),1998-2009,1998,2009,198,161,33,5088,156,156,39.75,5504,92.44,6,30,15,Australia,1,1,0,1
GR Marsh (1986-1992),1986-1992,1986,1992,117,115,6,4357,126*,126,39.97,7790,55.93,9,22,4,Australia,1,0,0,0
DA Warner (2009-2018),2009-2018,2009,2018,106,104,4,4343,179,179,43.43,4498,96.55,14,17,2,Australia,1,0,1,1
MA Taylor (1989-1997),1989-1997,1989,1997,113,110,1,3514,105,105,32.23,5909,59.46,1,28,4,Australia,1,0,0,0
SPD Smith (2010-2018),2010-2018,2010,2018,108,94,12,3431,164,164,41.84,3973,86.35,8,19,5,Australia,1,0,1,0
AJ Finch (2013-2018),2013-2018,2013,2018,96,92,1,3418,148,148,37.56,3817,89.54,11,18,8,Australia,1,0,0,0
BJ Haddin (2001-2015),2001-2015,2001,2015,126,115,16,3122,110,110,31.53,3706,84.24,2,16,2,Australia,1,0,0,0
DS Lehmann (1996-2005),1996-2005,1996,2005,117,101,22,3078,119,119,38.96,3784,81.34,4,17,4,Australia,1,0,0,0
GJ Bailey (2012-2016),2012-2016,2012,2016,90,85,10,3044,156,156,40.58,3645,83.51,3,22,3,Australia,1,0,1,0
GS Chappell (1971-1983),1971-1983,1971,1983,74,72,14,2331,138*,138,40.18,3079,75.70,3,14,7,Australia,1,0,1,0
SE Marsh (2008-2018),2008-2018,2008,2018,60,59,2,2312,151,151,40.56,2850,81.12,6,12,3,Australia,1,0,1,0
GJ Maxwell (2012-2018),2012-2018,2012,2018,87,78,8,2242,102,102,32.02,1852,121.05,1,16,8,Australia,1,0,0,1
GM Wood (1978-1989),1978-1989,1978,1989,83,77,11,2219,114*,114,33.62,3725,59.57,3,11,4,Australia,1,0,0,0
CL White (2005-2018),2005-2018,2005,2018,91,77,16,2072,105,105,33.96,2586,80.12,2,11,4,Australia,1,0,0,0
KJ Hughes (1977-1985),1977-1985,1977,1985,97,88,6,1968,98,98,24.00,2919,67.42,0,17,12,Australia,1,0,0,0
DJ Hussey (2008-2013),2008-2013,2008,2013,69,61,6,1796,111,111,32.65,1980,90.70,1,14,4,Australia,1,0,0,1
MS Wade (2012-2017),2012-2017,2012,2017,94,80,11,1777,100*,100,25.75,2164,82.11,1,10,5,Australia,1,0,0,0
IA Healy (1988-1997),1988-1997,1988,1997,168,120,36,1764,56,56,21.00,2104,83.84,0,4,9,Australia,1,0,0,0
KC Wessels (1983-1985),1983-1985,1983,1985,54,51,3,1740,107,107,36.25,2945,59.08,1,14,0,Australia,1,0,0,0
MR Marsh (2011-2018),2011-2018,2011,2018,53,49,9,1428,102*,102,35.70,1534,93.08,1,11,4,Australia,1,0,0,1
JR Hopes (2005-2010),2005-2010,2005,2010,84,61,8,1326,63*,63,25.01,1415,93.71,0,3,1,Australia,1,0,0,1
SM Katich (2001-2006),2001-2006,2001,2006,45,42,5,1324,107*,107,35.78,1926,68.74,1,9,3,Australia,1,0,0,0
TM Head (2016-2018),2016-2018,2016,2018,42,39,2,1273,128,128,34.40,1414,90.02,1,10,1,Australia,1,0,0,1
"SP O'Donnell (1985-1991)",1985-1991,1985,1991,87,64,15,1242,74*,74,25.34,1534,80.96,0,9,5,Australia,1,0,0,0
SG Law (1994-1999),1994-1999,1994,1999,54,51,5,1237,110,110,26.89,1643,75.28,1,7,3,Australia,1,0,0,0
RW Marsh (1971-1984),1971-1984,1971,1984,92,76,15,1225,66,66,20.08,1489,82.26,0,4,7,Australia,1,0,0,0
TM Moody (1987-1999),1987-1999,1987,1999,76,64,12,1211,89,89,23.28,1747,69.31,0,10,6,Australia,1,0,0,0
B Lee (2000-2012),2000-2012,2000,2012,221,110,44,1176,59,59,17.81,1407,83.58,0,3,16,Australia,1,0,0,0
JP Faulkner (2013-2017),2013-2017,2013,2017,69,52,22,1032,116,116,34.40,990,104.24,1,4,4,Australia,1,0,0,1
SK Warne (1993-2003),1993-2003,1993,2003,193,106,28,1016,55,55,13.02,1411,72.00,0,1,10,Australia,1,0,0,0
MJ Slater (1993-1997),1993-1997,1993,1997,42,42,1,987,73,73,24.07,1634,60.40,0,9,3,Australia,1,0,0,0
GM Ritchie (1982-1987),1982-1987,1982,1987,44,42,7,959,84,84,27.40,1479,64.84,0,6,2,Australia,1,0,0,0
MG Johnson (2005-2015),2005-2015,2005,2015,153,91,32,951,73*,73,16.11,987,96.35,0,2,6,Australia,1,0,0,1
TD Paine (2009-2018),2009-2018,2009,2018,35,35,3,890,111,111,27.81,1257,70.80,1,5,1,Australia,1,0,0,0
AC Voges (2007-2013),2007-2013,2007,2013,31,28,9,870,112*,112,45.78,998,87.17,1,4,0,Australia,1,0,1,0
SB Smith (1983-1985),1983-1985,1983,1985,28,24,2,861,117,117,39.13,1319,65.27,2,8,1,Australia,1,0,0,0
WB Phillips (1982-1986),1982-1986,1982,1986,48,41,6,852,75*,75,24.34,994,85.71,0,6,1,Australia,1,0,0,0
DW Hookes (1977-1986),1977-1986,1977,1986,39,36,2,826,76,76,24.29,1146,72.07,0,5,3,Australia,1,0,0,0
PJ Hughes (2013-2014),2013-2014,2013,2014,25,24,1,826,138*,138,35.91,1100,75.09,2,4,1,Australia,1,0,0,0
GN Yallop (1978-1984),1978-1984,1978,1984,30,27,6,823,66*,66,39.19,1288,63.89,0,7,1,Australia,1,0,0,0
GB Hogg (1996-2008),1996-2008,1996,2008,123,65,26,790,71*,71,20.25,1004,78.68,0,2,9,Australia,1,0,0,0
J Dyson (1980-1983),1980-1983,1980,1983,29,27,4,755,79,79,32.82,1553,48.61,0,4,1,Australia,1,0,0,0
MP Stoinis (2015-2018),2015-2018,2015,2018,21,21,4,721,146*,146,42.41,734,98.22,1,5,1,Australia,1,0,1,1
IJ Harvey (1997-2004),1997-2004,1997,2004,73,51,11,715,48*,48,17.87,811,88.16,0,0,2,Australia,1,0,0,0
IM Chappell (1971-1980),1971-1980,1971,1980,16,16,2,673,86,86,48.07,874,77.00,0,8,0,Australia,1,0,0,0
CJ Ferguson (2009-2011),2009-2011,2009,2011,30,25,9,663,71*,71,41.43,777,85.32,0,5,0,Australia,1,0,1,0
GRJ Matthews (1984-1993),1984-1993,1984,1993,59,50,13,619,54,54,16.72,911,67.94,0,1,5,Australia,1,0,0,0
BM Laird (1979-1982),1979-1982,1979,1982,23,23,3,594,117*,117,29.70,1105,53.75,1,2,0,Australia,1,0,0,0
BJ Hodge (2005-2007),2005-2007,2005,2007,25,21,2,575,123,123,30.26,657,87.51,1,3,3,Australia,1,0,0,0
GS Blewett (1995-1999),1995-1999,1995,1999,32,30,3,551,57*,57,20.40,889,61.97,0,2,3,Australia,1,0,0,0
KD Walters (1971-1981),1971-1981,1971,1981,28,24,6,513,59,59,28.50,732,70.08,0,2,1,Australia,1,0,0,0
PR Reiffel (1992-1999),1992-1999,1992,1999,92,57,21,503,58,58,13.97,709,70.94,0,1,5,Australia,1,0,0,0
MRJ Veletta (1987-1989),1987-1989,1987,1989,20,19,4,484,68*,68,32.26,642,75.38,0,2,2,Australia,1,0,0,0
S Lee (1995-2001),1995-2001,1995,2001,45,35,8,477,47,47,17.66,500,95.40,0,0,3,Australia,1,0,0,0
AJ Bichel (1997-2004),1997-2004,1997,2004,67,36,13,471,64,64,20.47,600,78.50,0,1,5,Australia,1,0,0,0
UT Khawaja (2013-2017),2013-2017,2013,2017,18,17,2,469,98,98,31.26,570,82.28,0,4,1,Australia,1,0,0,0
JP Maher (1998-2003),1998-2003,1998,2003,26,20,3,438,95,95,25.76,673,65.08,0,1,1,Australia,1,0,0,0
PL Taylor (1987-1992),1987-1992,1987,1992,83,47,25,437,54*,54,19.86,583,74.95,0,1,4,Australia,1,0,0,0
CJ McDermott (1985-1996),1985-1996,1985,1996,138,78,17,432,37,37,7.08,492,87.80,0,0,15,Australia,1,0,0,0
DM Wellham (1981-1987),1981-1987,1981,1987,17,17,2,379,97,97,25.26,699,54.22,0,1,0,Australia,1,0,0,0
GF Lawson (1980-1989),1980-1989,1980,1989,79,52,18,378,33*,33,11.11,500,75.60,0,0,9,Australia,1,0,0,0
PJ Forrest (2012-2012),2012-2012,2012,2012,15,14,0,368,104,104,26.28,561,65.59,1,3,2,Australia,1,0,0,0
WM Darling (1978-1982),1978-1982,1978,1982,18,18,1,363,74,74,21.35,679,53.46,0,1,0,Australia,1,0,0,0
NM Hauritz (2002-2011),2002-2011,2002,2011,58,32,17,336,53*,53,22.40,349,96.27,0,1,0,Australia,1,0,0,0
RB McCosker (1975-1982),1975-1982,1975,1982,14,14,0,320,95,95,22.85,623,51.36,0,2,2,Australia,1,0,0,0
JN Gillespie (1996-2005),1996-2005,1996,2005,97,39,16,289,44*,44,12.56,368,78.53,0,0,8,Australia,1,0,0,0
MA Starc (2010-2018),2010-2018,2010,2018,75,38,16,280,52*,52,12.72,313,89.45,0,1,6,Australia,1,0,0,0
DT Christian (2012-2014),2012-2014,2012,2014,19,18,5,273,39,39,21.00,307,88.92,0,0,0,Australia,1,0,0,0
JW Hastings (2010-2017),2010-2017,2010,2017,29,21,11,271,51,51,27.10,273,99.26,0,1,1,Australia,1,0,0,0
R Edwards (1972-1975),1972-1975,1972,1975,9,8,1,255,80*,80,36.42,349,73.06,0,3,1,Australia,1,0,0,0
A Turner (1975-1975),1975-1975,1975,1975,6,6,0,247,101,101,41.16,309,79.93,1,0,0,Australia,1,0,0,0
MJ Di Venuto (1997-1997),1997-1997,1997,1997,9,9,0,241,89,89,26.77,281,85.76,0,2,0,Australia,1,0,0,0
DK Lillee (1972-1983),1972-1983,1972,1983,63,34,8,240,42*,42,9.23,320,75.00,0,0,6,Australia,1,0,0,0
TM Chappell (1980-1983),1980-1983,1980,1983,20,13,0,229,110,110,17.61,365,62.73,1,0,2,Australia,1,0,0,0
AMJ Hilditch (1979-1985),1979-1985,1979,1985,8,8,0,226,72,72,28.25,476,47.47,0,1,0,Australia,1,0,0,0
BP Julian (1993-1999),1993-1999,1993,1999,25,17,0,224,35,35,13.17,250,89.60,0,0,4,Australia,1,0,0,0
KR Stackpole (1971-1974),1971-1974,1971,1974,6,6,0,224,61,61,37.33,387,57.88,0,3,0,Australia,1,0,0,0
NW Bracken (2001-2009),2001-2009,2001,2009,116,35,18,199,21*,21,11.70,282,70.56,0,0,5,Australia,1,0,0,0
AT Carey (2018-2018),2018-2018,2018,2018,6,6,0,199,47,47,33.16,253,78.65,0,0,0,Australia,1,0,0,0
CJ McKay (2009-2014),2009-2014,2009,2014,59,31,10,190,30,30,9.04,337,56.37,0,0,3,Australia,1,0,0,0
JR Thomson (1975-1985),1975-1985,1975,1985,50,30,6,181,21,21,7.54,280,64.64,0,0,5,Australia,1,0,0,0
GC Dyer (1986-1988),1986-1988,1986,1988,23,13,2,174,45*,45,15.81,227,76.65,0,0,1,Australia,1,0,0,0
PJ Cummins (2011-2018),2011-2018,2011,2018,42,23,9,166,36,36,11.85,246,67.47,0,0,3,Australia,1,0,0,0
JL Langer (1994-1997),1994-1997,1994,1997,8,7,2,160,36,36,32.00,180,88.88,0,0,0,Australia,1,0,0,0
GJ Cosier (1975-1979),1975-1979,1975,1979,9,7,2,154,84,84,30.80,166,92.77,0,1,1,Australia,1,0,0,0
DW Fleming (1994-2001),1994-2001,1994,2001,88,31,18,152,29,29,11.69,221,68.77,0,0,5,Australia,1,0,0,0
PSP Handscomb (2017-2017),2017-2017,2017,2017,8,7,0,149,82,82,21.28,149,100.00,0,1,1,Australia,1,0,0,0
JA Burns (2015-2015),2015-2015,2015,2015,6,6,0,146,69,69,24.33,184,79.34,0,1,1,Australia,1,0,0,0
AC Agar (2015-2018),2015-2018,2015,2018,9,8,1,144,46,46,20.57,166,86.74,0,0,2,Australia,1,0,0,0
JM Wiener (1979-1980),1979-1980,1979,1980,7,7,0,140,50,50,20.00,324,43.20,0,1,0,Australia,1,0,0,0
KH MacLeay (1983-1987),1983-1987,1983,1987,16,13,2,139,41,41,12.63,170,81.76,0,0,0,Australia,1,0,0,0
RM Hogg (1979-1985),1979-1985,1979,1985,71,35,20,137,22,22,9.13,217,63.13,0,0,2,Australia,1,0,0,0
TJ Zoehrer (1986-1994),1986-1994,1986,1994,22,15,3,130,50,50,10.83,183,71.03,0,1,2,Australia,1,0,0,0
PA Jaques (2006-2007),2006-2007,2006,2007,6,6,0,125,94,94,20.83,176,71.02,0,1,1,Australia,1,0,0,0
AIC Dodemaide (1988-1993),1988-1993,1988,1993,24,16,7,124,30,30,13.77,159,77.98,0,0,1,Australia,1,0,0,0
NM Coulter-Nile (2013-2018),2013-2018,2013,2018,22,15,5,120,34,34,12.00,157,76.43,0,0,2,Australia,1,0,0,0
GD McGrath (1993-2007),1993-2007,1993,2007,249,67,38,115,11,11,3.96,235,48.93,0,0,13,Australia,1,0,0,0
MJ Cosgrove (2006-2006),2006-2006,2006,2006,3,3,0,112,74,74,37.33,116,96.55,0,1,0,Australia,1,0,0,0
TJ Laughlin (1978-1979),1978-1979,1978,1979,6,5,1,105,74,74,26.25,160,65.62,0,1,0,Australia,1,0,0,0
PM Toohey (1978-1979),1978-1979,1978,1979,5,4,2,105,54*,54,52.50,133,78.94,0,1,0,Australia,1,0,0,0
XJ Doherty (2010-2015),2010-2015,2010,2015,60,23,16,101,15*,15,14.42,184,54.89,0,0,2,Australia,1,0,0,0
MG Hughes (1988-1993),1988-1993,1988,1993,33,17,8,100,20,20,11.11,134,74.62,0,0,3,Australia,1,0,0,0
RB Kerr (1985-1985),1985-1985,1985,1985,4,4,1,97,87*,87,32.33,159,61.00,0,1,0,Australia,1,0,0,0
A Zampa (2016-2018),2016-2018,2016,2018,33,16,4,89,22,22,7.41,140,63.57,0,0,3,Australia,1,0,0,0
DJM Short (2018-2018),2018-2018,2018,2018,4,4,1,83,47*,47,27.66,99,83.83,0,0,1,Australia,1,0,0,0
RD Robinson (1977-1977),1977-1977,1977,1977,2,2,0,82,70,70,41.00,143,57.34,0,1,0,Australia,1,0,0,0
MC Henriques (2009-2017),2009-2017,2009,2017,11,10,1,81,18,18,9.00,119,68.06,0,0,0,Australia,1,0,0,0
MHN Walker (1974-1981),1974-1981,1974,1981,17,11,3,79,20,20,9.87,170,46.47,0,0,1,Australia,1,0,0,0
AC Dale (1997-2000),1997-2000,1997,2000,30,12,8,78,15*,15,19.50,136,57.35,0,0,1,Australia,1,0,0,0
MF Kent (1981-1981),1981-1981,1981,1981,5,5,1,78,33,33,19.50,133,58.64,0,0,0,Australia,1,0,0,0
L Ronchi (2008-2008),2008-2008,2008,2008,4,2,0,76,64,64,38.00,37,205.40,0,1,0,Australia,1,0,0,0
CA Lynn (2017-2018),2017-2018,2017,2018,4,4,0,75,44,44,18.75,89,84.26,0,0,1,Australia,1,0,0,0
AP Sheahan (1972-1972),1972-1972,1972,1972,3,3,0,75,50,50,25.00,124,60.48,0,1,0,Australia,1,0,0,0
MS Kasprowicz (1995-2005),1995-2005,1995,2005,43,13,9,74,28*,28,18.50,89,83.14,0,0,2,Australia,1,0,0,0
CS Serjeant (1977-1978),1977-1978,1977,1978,3,3,0,73,46,46,24.33,158,46.20,0,0,0,Australia,1,0,0,0
TG Hogan (1983-1984),1983-1984,1983,1984,16,12,4,72,27,27,9.00,95,75.78,0,0,1,Australia,1,0,0,0
SR Clark (2005-2009),2005-2009,2005,2009,39,12,7,69,16*,16,13.80,88,78.40,0,0,1,Australia,1,0,0,0
RJ Bright (1974-1986),1974-1986,1974,1986,11,8,4,66,19*,19,16.50,122,54.09,0,0,1,Australia,1,0,0,0
B Yardley (1978-1983),1978-1983,1978,1983,7,4,0,58,28,28,14.50,98,59.18,0,0,1,Australia,1,0,0,0
AJ Tye (2018-2018),2018-2018,2018,2018,7,7,3,57,19,19,14.25,48,118.75,0,0,0,Australia,1,0,0,0
RJ Campbell (2002-2002),2002-2002,2002,2002,2,2,0,54,38,38,27.00,70,77.14,0,0,0,Australia,1,0,0,0
BCJ Cutting (2013-2014),2013-2014,2013,2014,4,2,0,53,27,27,26.50,67,79.10,0,0,0,Australia,1,0,0,0
AJ Woodcock (1974-1974),1974-1974,1974,1974,1,1,0,53,53,53,53.00,67,79.10,0,1,0,Australia,1,0,0,0
DE Bollinger (2009-2011),2009-2011,2009,2011,39,8,2,50,30,30,8.33,54,92.59,0,0,1,Australia,1,0,0,0
NM Lyon (2012-2018),2012-2018,2012,2018,15,8,5,50,30,30,16.66,59,84.74,0,0,1,Australia,1,0,0,0
BA Reid (1986-1992),1986-1992,1986,1992,61,21,8,49,10,10,3.76,117,41.88,0,0,1,Australia,1,0,0,0
RJ Harris (2009-2012),2009-2012,2009,2012,21,13,7,48,21,21,8.00,48,100.00,0,0,0,Australia,1,0,0,0
IR Redpath (1971-1975),1971-1975,1971,1975,5,5,0,46,24,24,9.20,67,68.65,0,0,1,Australia,1,0,0,0
KW Richardson (2013-2018),2013-2018,2013,2018,18,8,3,45,19,19,9.00,53,84.90,0,0,2,Australia,1,0,0,0
GR Robertson (1994-1998),1994-1998,1994,1998,13,7,4,45,15,15,15.00,55,81.81,0,0,0,Australia,1,0,0,0
GJ Gilmour (1974-1975),1974-1975,1974,1975,5,2,1,42,28*,28,42.00,39,107.69,0,0,0,Australia,1,0,0,0
JN Maguire (1983-1984),1983-1984,1983,1984,23,11,5,42,14*,14,7.00,71,59.15,0,0,1,Australia,1,0,0,0
JL Pattinson (2011-2015),2011-2015,2011,2015,15,8,4,42,13,13,10.50,80,52.50,0,0,0,Australia,1,0,0,0
SJ Rixon (1978-1985),1978-1985,1978,1985,6,6,3,40,20*,20,13.33,98,40.81,0,0,1,Australia,1,0,0,0
MR Whitney (1983-1993),1983-1993,1983,1993,38,13,7,40,9*,9,6.66,90,44.44,0,0,1,Australia,1,0,0,0
DR Gilbert (1986-1986),1986-1986,1986,1986,14,8,3,39,8,8,7.80,102,38.23,0,0,0,Australia,1,0,0,0
TBA May (1987-1995),1987-1995,1987,1995,47,12,8,39,15,15,9.75,52,75.00,0,0,0,Australia,1,0,0,0
LS Pascoe (1977-1982),1977-1982,1977,1982,29,11,7,39,15*,15,9.75,102,38.23,0,0,2,Australia,1,0,0,0
JR Hazlewood (2010-2018),2010-2018,2010,2018,44,13,11,37,11*,11,18.50,57,64.91,0,0,1,Australia,1,0,0,0
MF Malone (1977-1982),1977-1982,1977,1982,10,7,3,36,15*,15,9.00,63,57.14,0,0,0,Australia,1,0,0,0
RB Simpson (1978-1978),1978-1978,1978,1978,2,2,0,36,23,23,18.00,53,67.92,0,0,0,Australia,1,0,0,0
G Dymock (1974-1980),1974-1980,1974,1980,15,7,4,35,14*,14,11.66,82,42.68,0,0,1,Australia,1,0,0,0
CG Rackemann (1983-1991),1983-1991,1983,1991,52,18,6,34,9*,9,2.83,77,44.15,0,0,6,Australia,1,0,0,0
RJ McCurdy (1985-1985),1985-1985,1985,1985,11,6,2,33,13*,13,8.25,71,46.47,0,0,1,Australia,1,0,0,0
TM Alderman (1981-1991),1981-1991,1981,1991,65,18,6,32,9*,9,2.66,97,32.98,0,0,6,Australia,1,0,0,0
JD Siddons (1988-1988),1988-1988,1988,1988,1,1,0,32,32,32,32.00,37,86.48,0,0,0,Australia,1,0,0,0
RD Woolley (1983-1983),1983-1983,1983,1983,4,3,2,31,16,16,31.00,38,81.57,0,0,0,Australia,1,0,0,0
BE Young (1998-1999),1998-1999,1998,1999,6,3,1,31,18,18,15.50,47,65.95,0,0,0,Australia,1,0,0,0
BW Hilfenhaus (2007-2012),2007-2012,2007,2012,25,11,8,29,16,16,9.66,69,42.02,0,0,0,Australia,1,0,0,0
KJ Wright (1979-1979),1979-1979,1979,1979,5,2,0,29,23,23,14.50,52,55.76,0,0,0,Australia,1,0,0,0
WM Lawry (1971-1971),1971-1971,1971,1971,1,1,0,27,27,27,27.00,49,55.10,0,0,0,Australia,1,0,0,0
BA Williams (2002-2004),2002-2004,2002,2004,25,6,4,27,13*,13,13.50,46,58.69,0,0,2,Australia,1,0,0,0
SW Tait (2007-2011),2007-2011,2007,2011,35,7,5,25,11,11,12.50,29,86.20,0,0,1,Australia,1,0,0,0
SF Graf (1980-1981),1980-1981,1980,1981,11,6,0,24,8,8,4.00,50,48.00,0,0,1,Australia,1,0,0,0
CP Tremain (2016-2016),2016-2016,2016,2016,4,3,2,23,23*,23,23.00,37,62.16,0,0,1,Australia,1,0,0,0
JA Richardson (2018-2018),2018-2018,2018,2018,4,3,1,21,14,14,10.50,34,61.76,0,0,0,Australia,1,0,0,0
PM Siddle (2009-2010),2009-2010,2009,2010,17,4,2,21,9*,9,10.50,18,116.66,0,0,0,Australia,1,0,0,0
SP Davis (1986-1988),1986-1988,1986,1988,39,11,7,20,6,6,5.00,34,58.82,0,0,1,Australia,1,0,0,0
RAL Massie (1972-1972),1972-1972,1972,1972,3,1,1,16,16*,16,-,24,66.66,0,0,0,Australia,1,0,0,0
"KJ O'Keeffe (1977-1977)",1977-1977,1977,1977,2,2,1,16,16*,16,16.00,38,42.10,0,0,1,Australia,1,0,0,0
JR Hammond (1972-1972),1972-1972,1972,1972,1,1,1,15,15*,15,-,28,53.57,0,0,0,Australia,1,0,0,0
AA Mallett (1971-1975),1971-1975,1971,1975,9,3,1,14,8,8,7.00,36,38.88,0,0,1,Australia,1,0,0,0
GA Bishop (1987-1987),1987-1987,1987,1987,2,2,0,13,7,7,6.50,44,29.54,0,0,0,Australia,1,0,0,0
JJ Krejza (2011-2011),2011-2011,2011,2011,8,2,1,13,7,7,13.00,23,56.52,0,0,0,Australia,1,0,0,0
